User_name,Review_date,Title,Review,Review_Rating,Movie_name
sanatani-33350,11 March 2022,Not a story but a real brutal genocide faced by Hindus,"Hindus became refugees in their own country. They had three options writen on their house wall ""leave, convert to islam or die"". Secular Hindus will justify this genocide as they have not faced it yet. The land of Rishi Kashyap belongs to Hindus. Be unapologetic and reclaim your past glory.
                
                    171 out of 184 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
rohonnag,12 March 2022,Absolutely Must Watch.,"The Kashmir Files Movie ReviewI have stopped reviewing films for all intents and purposes. I still watch a lot of cinema, but most of it is not worth commenting upon. I even saw The Batman last week and did not bother to review it.However, The Kashmir Files is not just a film worth seeing, but worth talking about.This is a difficult movie to review. Since this is more like a case file than a film. Seeing this as just an entertainment piece is not possible. This one movie tries to encapsulate the entire Kashmiri Pandit Genocide the best it can.Does this movie succeed? Well, yes as a narrative peice. But as a purely cinematic experience, it does falter at times due to technical issues.On to the positive aspects.Ever since the falsely marketing film 'Shikara' which the trailers showed like it dealt with the Kashmiri Pandit genocide, but was a love story on the backdrop of the same, The Kashmir Files movie has been on my radar as a must watch film. This same directtor made The Tashkent Files and that was a good film.Then the trailer of this film came out and it was absolutely shocking.The trailer wasn't false marketing this time! The movie is totally shocking and eye opening. Most people don't even know about the incidents being referenced in the film. So this is new information for a lot of people, not to mention, a conversation starter on this ignored and over looked genocide which happened in the recent past.The best way to describe this film is, it's like the Indian Schindler's List without the positive outcome. The displaced Pandits never made it back home. They never truly got justice.As a film, the story takes place across multiple time periods, but the narrative thread is well knit and the viewer is not confused as to which time period the film has jumped to. The acting is overall quite good, but there are a few mediocre performances in there by the extras. Mithun Da works his magic as someone who is first hand witness to the atrocities that took place as well as the inaction from the then Indian Government.Darshan Kumaar is shown as a new age rebel JNU student who wants to leave the past behind and move on. Forgive and forget he says. But it turns out he doesnt even know the reality. His acting is decent, nothing path breaking, but believable and sincere.Pallavi Joshi is still attractive as the typical JNU professor demanding freedom for Kashmir, her role is to showcase the stereo-typical (so called) liberal professor who turns students into activists. Her acting is so realistic, its difficult to separate the actor from her performance.What this film lacks, is sharpness / attention to detail in direction and acting. The low budget shows at times. Some shocking scenes are shot fine, but the VFX is lacking. The last scene was meant to be shocking, but the acting of the extras keeps it from gaining true masterpiece level.Plot wise, the current time period story-line has a non-ending as none of those plots can be resolved in real life, so they are left hanging.But all of that is not important. This film, as I mentioned is more than a just cinema, it's an information piece in the form of a film to tell the world what took place in Kashmir in the recent past. The mass genocide of Indians in their own country which no one talks about, no one outrages about or even mentions.In that goal, the film succeeds. The narration and pace is brisk, it is not boring or loud. It also shows the point of view of the 'other side' and doesn't treat the audience like fools.Rating: As a film this is a 7/10. However, this is more than film which is made, directed and produced. This is a voice for those helpless many who never got any headlines, let alone outrage or justice.As that, this is a 10/10 effort of tell a direct and hard hitting, fact filled retelling of those events.Overall : This is a film which was eagerly awaited by me and it doesn't disappoint. This is a 100% must watch for all Indians to know the real life incident which happened in our own country and we don't even know it.",10/10,The Kashmir Files
rahulwadhwani-52617,13 March 2022,MASTERPIECE,"I can't describe #TheKashmirfiles in words. It's movie is beyond anyone's review. Before watching the movie I was damn sure that Vivek Agnihotri will give proper justice to all the Kashmiri Pandits and will present the real picture and now after watching it this movie surpassed my all the expectations. After watching this movie I was like stunned, it was like a very bad dream to experience all the troma that all the Kashmiri padits bear. It was Brutal, it was hard hitting, it was engaging. The Director done perfect picturisation on subject like Hindu Pandit's genocide. Each and ever actor done perfect justice to their role. First 20 mins and last 15 mins were main Highlight in this movie. Every indian should definitely watch this movie. I rated this movie higher than every movie. For me #TheKashmirFilesReview 5/5* no doubt about it.
                
                    820 out of 918 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
spacescreamer,11 March 2022,"Raliv, Galiv, ya Chaliv - The Horror That Was Kept Away From Mainstream","Anybody who has read up on the SEVEN Exoduses and Genocides of the Kashmiri Pandits would be able to recognize the scenes shown in the movie.The movie attempts to show the horrendous plight of the Pandits (and the others who were persecuted) of their past and present. To depict the amount and types of atrocities that the victims had to go through is not possible due to the censoring and the restrictions a feature film's length poses. But despite these major stumbling blocks, the amount of information and hints strewn across the movie about the enormity of the situation is remarkable.The performances by Mr Anupam Kher and Mr Darshan Kumar stood out. Ms Joshi played her role with aplomb and deserves fair share of the accolades. But Bhasha Sumbli, who played Sharda Pandit, emerged innocuously as a star. The direction was well done though the story appeared to have instances of slack and that of being rushed on a few occasions. Possibly, the censorship cuts played a role here but the movie is still supremely impactful.The mainstream channels, OTT, and ofc 'bollywood' not only distanced itself but also actively worked against this project. All this amply shows how and why depicting the truth about one of the most heinous pogrom in the history of mankind had not been attempted till now. Salute to the brave Mr Agnihotri. Hopeful that the 'Director's cut' arrives in DVD+BD+Digital options.This movie deserves the support not just in the present, but the future as well because the rivals of true cinema will not let this slide by just like that.",9/10,The Kashmir Files
ganepall,11 March 2022,A masterpiece of reality,"A top notch movie, It's hard hitting, Reality of Kashmir. Every scenes in the movie touches each and every indian. Being hindu I can not digest, I felt like to scream in some scenes, A must watch for all Hindus to see how terrorists were treated Brahmins in Kashmir. Each and every character stays in your mind after watching the movie. Anupam kher deserves some awards for his great performance in this movie. I did not feel like it's a movie it's a real painful story. I am highly recommend everyone to watch this movie. We cannot digest the last scene of the movie. Go and watch without miss.
                
                    914 out of 1,023 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
mraj-73329,11 March 2022,Masterpice & True Fact Based,"This is a Masterpice movie. Every Hindu Should Must Watch It. The Story, The Acting, The Direction all is Out ND Outstanding man. Specially Salute to Vivek Agnihotri sir you are the Gem Of Indian Soil.
                
                    758 out of 846 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
sonulucky-49938,11 March 2022,This is more than a film!,"This is more than a film!Do watch it. Every Indian must know the true story of the 1990 genocide in Kashmir.Just watched with friends,movie was too good. But it is only for person with some good understanding of what's happening in India especially Urban naxalism, Jnu agenda,Kashmir. Superb 10/10.
                
                    1,036 out of 1,161 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
Satyabrata14,11 March 2022,Master piece,"Best movie of the year no doubt
They should make this movie available in all India theatres
So that everyone can watch it , every one need to know what really happened in Kashmir.
                
                    874 out of 976 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
premsinghps-18289,12 March 2022,A Masterpiece.. Speechless.. Fact,"Brutal truth of Kasmiri hindu genocide which was not told ever. Biggest and the reality of what happened in Kashmir and how much tolerant we Hindus are, this movie shows. Fact based movie. Performance of each and every cast was awesome, superb acting. The lived the character. Direction, screenplay, music, everything will touch your heart. Was not able to control my tears as well as anger while watching the movie. Every person around the world should watch this to get aware of the fact that what terrorism and brutality has been done by those Islamic jihadis..
                
                    1,036 out of 1,163 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
shwetank-54723,13 March 2022,There was an eerie silence in theater!,"Jam packed audi. No noisy long queues on food counters of the theater during intermission. Nobody talking a word. Petrified, just looking at each other. Viewers who got their snacks before the movie, in all probability, couldn't eat as I could see trays with almost untouched food in front of chairs when they left. Saw grown ups crying like kids while coming out of the audi at the end of the movie. Eyes wet, lump in the throat. Absolute silence. Never experienced this ever before. That's the review! Not the best screenplay, not the best direction, unanswered questions, loose ends but it takes guts to make such a movie that exposes every such element who tried to tone this narrative down, hid the truth and attempted to alter the history.
                
                    927 out of 1,040 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
ranjitkaman,14 March 2022,"Heart wrenching!! Indian ""Schindler list""","Kudos to vivek agnihotri to bring harsh reality of kashmir n kashmiri pandit in front of evryone,,its very brutal n hard hitting,,this movie is not meant for faint hearted ppl, excellent performance by everyone,,a must watch 👍
                
                    504 out of 560 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
Mumbaiji,11 March 2022,Truthful,"Finally a brave endeavor by profile in courage from director producers of india. This story buried in secularism and politics for 30 yrs. Is out in the open. The film based on true characters is a well told movie. It should be seen by every person that calls themselves HUMAN. A genocide in slow motion by invaders converting hordes.
                
                    639 out of 712 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
vedang-02968,13 March 2022,Brutally Honest,"Every tear i saw in film comes through my eyes also; however, it's film on dark history of India that never get chance to convey the incident in this peaceful country & tells how people are just Pseudo secularism drama.
                
                    431 out of 478 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
balanvivek,13 March 2022,Simply gripping no words,"The Kashmir files is a hard hit on what actually happened with the kashmiri pandits ,the atrocities and the hate they faced where they had equal rights to live ,this is simply brilliant,the screenplay is engaging from start to finish and Vivek r agnihotri deserves big applause in getting the facts ,the truth in front of everyone ,it's raw ,brutal and some scenes are so hard hitting that you really feel bad for the incidents which happened ,it will leave you with tears in eyes ,acting no need to say the star cast is so powerful that we are no one to say something about their acting ,simply outstanding,anupam kher is one actor you give him any role he will give his best and rest of the starcast outstanding....climax is really touching and after the movie ends it will not leave you for a long time it keeps on rotating in your heads .... congratulations to the whole team of the Kashmir files for creating such an impactful film.....
                
                    823 out of 922 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
Anonymous_ly,13 March 2022,AN HONEST DEPICTION OF UNFORTUNATE & HORRIBLE EVENTS,"Surprisingly as one would not suspect, the film, very unbiasedly shows both sides, narratives of the Kashmir genocide & is by far the closest depiction of what happened & how shamelessly it's justified even today.
                
                    526 out of 584 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
nimishk-57241,11 March 2022,Hidden truth - history of India,"We should have known all this before in hand but the pity is that Indian politics ecosystem and movie mafia has kept it hidden from all citizens.Each and every individuals should watch this movie to know the injustice done to hindus.
                
                    393 out of 433 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
rohansanwal,11 March 2022,Support this by watching it in theaters with family. You wont regret but learn for sure,"The movie chills you with the horror that we are just seeing on screens and unfortunately it was witnessed first hand by the Kashmiri pandits.The dark reality of how so called intelligentsia has manipulated our minds is exposed today.I cried multiple times, more when Anupam Kher was in death bed and described his memories from his home in Kashmir. It just made me felt that if tomorrow I am drown out of my home and I could never come back where I spent my childhood and adulthood scares me.Support this by going to theater so that more such movies on harsh reality can be brought to our astray minds.",10/10,The Kashmir Files
shubhampohekar,11 March 2022,No words to describe this masterpiece.,"I had high expectations from this movie from start but this was 100 times better than I thought. No one can miss this one it's a crime. It's right to know truth in our history. Acting of all actors was top notch and anupam kher will definitely make u choke in theatre. Pallavi joshi and Darshan did equally amazing job. The last monologue will go down in the history of indian cinema. This film is the watershed moment in indian cinema now only corrective narrative will be supported by public... Jai hind vande mataram.
                
                    381 out of 420 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
barnwal-usa,11 March 2022,The Kashmir Files is an experience you have to be ready for,"Wow! You can't watch this movie, you can live this movie and cry for the movie 😢😢
This is an exercise in the two extremes of humanity- extreme hatred and extreme hope.
                
                    627 out of 699 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
ShaShank_MovieFreak,12 March 2022,Rating it for the guts it shows,"The problem with most Bollywood movies that are based on ""true events"" is that they whitewash it to a point where the presentation makes the movie feel like a typical Bollywood masala flick. That's not necessarily a bad thing. There is after all, a fundamental difference between a movie & documentary i.e Drama.But The Kashmir files didn't need that additional dramatization. It is about the Kashmir Pandit exodus which to date remains one of the darkest periods of modern Human history. The pain, the agony and the humiliation faced by Kashmir Pandits in 1990 has no parellels, period.So, the only job a movie based on this tragedy has is to be truthful & honest. Shikara isn't. The Kashmir Files on the other hand, is. It's not just honest. It's sincere. It didn't exploit the tragedy. It emphathised with the Pandits. It showed what happened, how it happened and because of WHOM it happened.The actors did their parts well. Especially, Anupam Kher's acting was impactful and will haunt you. Technically, the movie was well made. There were a few pacing issues & it was at times very difficult to watch.But I give the movie 10/10. Director Vivek Agnihotri has shown guts in making sure the movie has no Bollywood makeup. It doesn't shy away from telling the truth about the Exodus.If this movie offends you, know that you're getting the taste of the truth that Bollywood, the media and the intelligentsia has denied you for a very long time. Make sure you don't miss it this time. Because the foundation of peace in any society is truth, not a beautiful lie.",10/10,The Kashmir Files
lavleshshukla-14936,13 March 2022,Saddest and Truth,"I have no words for this masterpieces movie.I feel the pain Kashmiri hindu. They all are indian citizen but now they are Compelled to stay in india like Refusee. And our old government was not done nothing that times.Thanks to Modi sir and BJP who removes 370 articles in kashmir.
                
                    88 out of 93 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
jomy-augustine,12 March 2022,The untold story of brutality on Kashmiri Hindus,"A much awaited narrative of true incidences which most of the political supremes in India did not allow to be narrated for over 3 decades finally comes out with a bang... A must watch for all religious people in India but must not discriminate because the times have changed now and we all want peace and most importantly the rights of our Kashmiri Pandit brothers and sisters. Only then we will become one nation.
                
                    687 out of 769 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",8/10,The Kashmir Files
ashutoshna,12 March 2022,Satyamev Jayate,"Truth needs no awards, rewards, explanations and ratings. This truth that was conveniently hidden from the entire country for more then 3 decades is finally out. Thanks to the makers for bringing it out. This country is indepth of your entire team.
                
                    137 out of 147 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
mannuforall,11 March 2022,A Masterpiece of Indian Cinema Based on A true Untold Genocide,"Vivek Ranjan Agnihotri here made a tru Masterpiece in history of cinema. This film is based on real history of Kashmiri Hindus genocide in the name of religion that happened 30 years back again! But the actual genocide started centuries before.The performance of all stars are real a gem. Film technically well made. Must be an entry to Oscar from India.
                
                    212 out of 231 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
Deba96,13 March 2022,A breath-taking movie !!,"What a movie 👏👏 10/10 is very less for it. This movie which is made from only 14 cr don't do justice to it. The stunning visuals + horror of the situation bravely presents the brutal real life story of Kashmir. Brilliant direction and acting made this movie a must watch. At times,the film though feels too much brutal and lengthy,but at the end,it justifies its worth ! We want more such movies !
                
                    563 out of 628 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
saurabh-ranjalkar93,11 March 2022,Courageous film,"If u want to know about history watch this film. If u want to know about the future watch it twice.Well made . Casting & direction everything top notch . Brilliant execution. Please do watch . Don't fall for the propaganda.
                
                    439 out of 484 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
amanprajapat-57308,12 March 2022,The masterpiece,"All thanks to vivek sir for reveal this dark truth of kashmir to to world.....Salute all the crew members,cast and Vivek sir.the brave heart Vivek sir you melt it sir.
                
                    333 out of 367 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
nikhileragon,11 March 2022,At last something to show the reality for Kashmiri pandits genocide.,"This movie showed the reality of 1990 kashmiri pandits genocide and exodus. Islamic terrorism and Some so called leaders of the country let this happen. Vivek Agnihotri had the guts to show the reality against hindu phobia. Bollywood never had the guts to show the reality. Movies like Mission Kashmir, shikara and many more only put salt on the wounds of Kashmiri pandits. This movie should be shown all over the world so that everyone can know the dark time of 1990.
                
                    246 out of 268 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
kardolph,11 March 2022,HUM DEKHENGE,"I want to apologise to each and every Kashmiri Pandit for being ignorant about this genocide in behalf of every Indian who stayed silent and ignorant for more than 32 years. I am ashamed that we couldn't do anything. But Not anymore.Not anymore.Hum Dekhenge.
                
                    293 out of 322 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
EyeShivam,11 March 2022,I Feel the Pain,"Such a painful incident happen in the Independent indian history is this how democracy work that time very sad and painful am feeling very helpless and at the same time am angry at this system !!Kashmiri Pandits Get back their home soon.
                
                    451 out of 501 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
surajkantprajapati,11 March 2022,MASTERPIECE,"It was not an exodus, it was a genocide.#TheKashmirFiles is not just a movie but a way to connect the pain of Kashmiri Pandits Director Vivek Agnihotri sir made us felt the pain & suffering of Kashmiri Pandits.A MUST watch movie.
                
                    500 out of 554 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",9/10,The Kashmir Files
prakashessu,12 March 2022,The truth gonna hurt many,"Always seen movie glorifying vilains, criminals for once showing the truth of victims. This movie is not for everyone it's just the truth on screen not 1% is manupulated t..it's already what i've seen in real news ...facts ....hold your heart ...fragile HEART stay away and those who want to hide the truth just stop spreading negative review just go and watch other movies ...The Kashmir Files has to be the most hard hitting film I have ever seen in my entire life. Watch it only if you have the courage to see the truth. Broken souls don't speak... they must be heard!
                
                    374 out of 414 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
drujjwalprakash,12 March 2022,History lesson,"This isn't just a movie but history lesson that must be shown to everyone and in all history classrooms of this country. Let the rotten syllabus be challenged with real history.
                
                    126 out of 135 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
priyanshusr,11 March 2022,Will Shake your Soul,"We are monsters our system is a monster. This movie snowed us mirror.Really outstanding work by Director and Actors Couldn't sleep today.Whatever we know about our history is wrong we've been taught wrong. We have wrong information.And I shouldn't mention it but BJP had done a great work by removing article 360.
                
                    215 out of 234 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
coolpravin-56478,12 March 2022,BEST MOVIE EVER SEEN IN MY LIFE!,"No words, I travelled 300 km to watch this movie, As my placed me in remote location.Such mind blowing film keep you glued to the seat, very well made as well as directed film.Film keeps actual facts in front without moulding story.Hats off to director Vivek ji, cast & all team.
                
                    335 out of 370 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
pankajmaelstorm,11 March 2022,Must watch Movie,"Brutally honest movie based on true incidents which was always hidden due to vote bank politics in country. Eye opener movie which must be watched and kudos to the Director, Actors and the support staffs.
                
                    188 out of 203 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
singhnisha-00494,14 March 2022,Heart wrenching!,"Such a courageous film has never been made in the Indian film industry. Gut wrenching, heart ache. Too few words to describe the pain. Watch it everyone.
                
                    343 out of 379 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
nivesingh,11 March 2022,The truth is told,"A standing ovation for the makers of this movie. They had the guts to expose such a powerful truth, the truth that some people from our own country had kept hidden under the garb of secularism! The genocide was unbearable to watch, I still have tears welling when I remember, oh what pain our people endured, for no fault of their's. Anyways, this is a must watch movie for the whole world. It's more like a documentary but oh so real.
                
                    459 out of 509 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
rahulrahulhippi,11 March 2022,Yes men also cry,"I literally cried while watching this movie based on true facts....this movie should be tax free in all over India....& Really we should recommend this movie for oscar.
                
                    297 out of 326 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
prashantjdr,11 March 2022,After 30 years finally we saw the real truth.. hands off,"My mind and heart was freezed once I came out from theatre. This has happened in India when we are in sleep and still we are in deep sleep. This movie definitely a big slap for all librandu. They never show and hide this genocide. Hands off to the team. From my Word, i can't described my feeling. But still I have pain. Once again thank to all and please support this real true story. My best wishes.
                
                    487 out of 541 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
adityadeep,13 March 2022,"It's not just a movie, it's a reality.","It's a masterstroke by Vivek Ranjan Agnihotri saab. He proved that it doesn't matter whether your budget is strong or not, if you believe in your work and if you've worked hard on it, it will definitely reach the audience and the same thing is happening today. This movie is not made for OTT, but only and only for theatres. This movie shook me from inside. My rating is 10/10.
                
                    357 out of 395 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
deepakvrc,11 March 2022,The real painful truth,"The dialogue touch heart. The Kashmir Files is pain in its rawest form because it is closest to the truth, unlike any other movie on the exodus so far. None of the deaths were fictional, none of the tragedies coincidental, none of the wounds exaggerated or underrepresented.
                
                    149 out of 160 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
airborne-13006,12 March 2022,Remarkable True Story of Genocide in kashmir,"Hats off to Vivek Agnihotri for creating this masterpiece. This is not a movie but a reality. Well done to entire team for presenting a class apart movie. This movie will change the entire Bollywood forever.
                
                    406 out of 450 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
anilgetz,11 March 2022,The world should watch !,"@vivekagnihotri just watched #TheKashmirFiles it deserves all the awards in india and world @TheAcademy should also recognize this brilliant masterpiece and stand with the #Truth for world to know about the #genocide.Ultimate eye opener,The Last 30 mins killed me from inside.😔If anyone wants to watch it but cant afford it . DM me and i will pay for it. Be it anyone any realistic number.
                
                    210 out of 228 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
singhmanmohan-32495,12 March 2022,Must Watch and never forget the story of Kashmiri Pandits,"Kashmir Files is one of the most important films of this decade. It is story that had to be told,it was a genocide that had to be shown,the suffering & pain of the Pandits had to be felt by the entire country. I applaud 👏 @vivekagnihotri for his courage to put out the facts. Kashmir files has haunting background music, authentic hard hitting dialogues and brilliant performance from the entire star cast. I highly recommend the film. Every patriotic Indian should watch the film.
                
                    241 out of 264 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
ravisuman-78641,12 March 2022,A rare gem of Bollywood Hindi cinema,"A brilliant documentary-style feature that has been cleverly crafted. If anyone knows the context of the film's theme, dialogues, screenplay and characters, they would see the smart film-making.Never in India has anyone dared to portray the holocaust and genocide (one of the several) that occured in India.Actors have been brilliant too.A must watch.
                
                    315 out of 348 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
anubhasinha,12 March 2022,MUST WATCH,"A movie which will leave permannet goosebumbps . A movie which will mak eyou question Media, Governmentg , Establishment .Rivetting , eye opening and terrific. Acting , screenpolay , story , all are class apart .SO MWATCH IT.
                
                    210 out of 229 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
scotyrocks,13 March 2022,This movie is masterpiece,"The way they showcased kashmiri pandits genocide will make you question why everyone kept quiet all these years. How a community becomes refugee in their country.
                
                    402 out of 446 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
kumarindrjeet-79158,11 March 2022,Damn! Worth watching movie based on true facts,"*This movie deserves every awards.*The movie shows how Kashmiri Hindus were thrown out of their own homes and are refugees in their own country.The sad part is, those people are still suffering and needs help.
                
                    609 out of 674 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
snehald-03959,12 March 2022,Must watch,"When we can waste money on Khans' or Pak paid peoples' movies, watching this movie will be an investment both financial and emotional. As a teenager, I remember, the news papers flashing news of how Kashmiri Pandits were killed in hundreds. Now watching that on a big screen, will ensure remembering those days and a true motivation to make such movies.
                
                    237 out of 260 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
avegwwe,13 March 2022,"MIND BLOWING, HARD HITTING REALITY!!","Everyone should watch this film it shows the reality which has never been told by anyone. Just the truth, These kind of movies should be promoted by everyone. MUST WATCH MOVIE. It's the untold story on pilght of hindus, Sikhs, Jains.
                
                    324 out of 357 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
gaurav-srivastava002,11 March 2022,Outstanding movie,"This is absolute jem. Need lot of courage to make a movie like this, to taking out recent indian hidden history on screen and letting us know the Kashmir genocide. Thanku so much Vivek Ranjan Agnihotri ji🙏
                
                    217 out of 236 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
amritmali,11 March 2022,One of the best Movie,"This Movie is base on True event Without Any masala True event With Good director Direction Full paise vasul movie and Our generation know the whats happened with kashmiri Hindu pandit and I think Everyone Watch this movie.
                
                    168 out of 182 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
duttaarnab-24026,13 March 2022,An unreported tale of genocide in the paradise!!,"First of all, let's address it as the voice narrating the horrific tales of all our Kashmiri Pandits, and not just a movie. I have to admit, the movie has some very disturbing visuals and I also wonder at the same space, if it was so disturbing to us sitting in an air-conditioned theatre then, how horrible and terrifying could it be to the victims who were actually witnessing...!!!!! It was also very surprising to know how the politicians were silent and inactive to this ethnic cleansing when they were quite aware? There were also some anguishing slogans that actually echoed in the beautiful valley during the disastrous time, the early 90s of Kashmir by the oppressive majority.I was definitely in tears and my heart wrenched, knowing the true dimension of the history of that disputed land. I also confess that I had to shut my eyes in pain while in the late minutes of the movie because of an unprepared, depressing and melancholic scene! Everybody would know if they have watched the movie.Everyone did what they could but, Anupam Kher and Pallavi Joshi were exceptional. I could not focus on others specifically since, I wasn't seeing their performance rather, was feeling the unimaginable story of their characters!Hats off to the team for contributing brilliant documentation that was never archived before, bravo to all who were involved in making this!I really wish all those who were made refugees forcefully and had to go through those hard days of the holocaust, may return to their homes at the earliest.I lend my shoulder to the victims
I weep with them and
I stand with Kashmiri Pandits
Jai Hind 🙏🇮🇳",10/10,The Kashmir Files
ganeshken,12 March 2022,True events that hits you hard,"Simply put this is the best and only film to portray the tragedy of the genocide of Hindus in the kashmir by the ""peacefulls!"".The liberals who tried to hide this real life incident should be ashamed of themselves.The truth can never be hidden for long.Jai shree ram.
                
                    236 out of 259 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
sandytashu,13 March 2022,NEED COURAGE TO MAKE THIS TYPE OF MOVIE.,"Appreciate the dare attempt of Vivek agnihotri to reveal the real truth of Kashmir. It feels sad that Bollywood not support this movie. Anuoam kher and darshan Kumar acting touch your soul. You can't stop your tears in climax.
                
                    119 out of 128 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
himanshuparik,11 March 2022,Hard hitting😐😐😐😐,"No words... Speechless.. Goosebumps throughout the movie. The hidden truth.. if you want to donate than buy tickets for your neighbours or your labours or for youth so that they cann see the real bitter truth.
                
                    233 out of 255 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",10/10,The Kashmir Files
